怪物编号	怪物名称	等级	兵种	兵种等级	技能	技能等级	战斗力	攻击	血量	物理防御	法术防御	闪避	暴击	命中	破招	格挡	刚毅	素材	是否实体化	实体化素材
341104	重楼守卫	104	3	5	3	23	172649	34314	50076	27480	24044	14	18	3	20	18	6	hero/qi_big.png	0	
341105	重楼守卫	105	3	5	5	23	188745	35051	50818	30663	27385	14	18	3	20	19	6	hero/qi_big.png	0	
341106	重楼守卫	106	3	5	5	24	197182	38868	51111	30896	27584	15	19	3	21	19	7	hero/qi_big.png	0	
341107	重楼守卫	107	3	5	3	24	200270	39056	51874	31061	27715	15	19	3	21	19	7	hero/qi_big.png	0	
341108	重楼守卫	108	3	5	5	25	203800	39559	52172	31295	28138	15	19	4	21	19	7	hero/qi_big.png	0	
341109	重楼守卫	109	3	5	5	25	222440	39747	58021	31461	28270	15	21	4	21	19	7	hero/qi_big.png	0	
341110	重楼守卫	110	3	5	3	25	247114	40372	59364	35591	32337	15	21	4	22	19	8	hero/qi_big.png	0	
341111	重楼守卫	111	3	5	5	26	250687	40718	59559	35955	32432	15	21	4	22	20	8	hero/qi_big.png	0	
341112	重楼守卫	112	3	5	5	26	256747	40987	59868	36202	32645	16	22	4	22	21	8	hero/qi_big.png	0	
341113	重楼守卫	113	3	5	3	27	261231	41182	60695	36376	32785	16	22	4	23	21	8	hero/qi_big.png	0	
341114	重楼守卫	114	3	5	5	27	289666	41702	68232	36896	33003	16	22	4	23	21	8	hero/qi_big.png	0	
341115	重楼守卫	115	3	5	5	27	298775	42276	69171	37407	33444	16	23	4	23	22	9	hero/qi_big.png	0	
341116	重楼守卫	116	3	5	3	28	304544	42558	70021	37666	33669	16	24	5	23	22	9	hero/qi_big.png	0	
341117	重楼守卫	117	3	5	5	28	309454	43011	70353	38120	33817	16	24	5	24	23	9	hero/qi_big.png	0	
341118	重楼守卫	118	3	5	5	28	315221	43297	70688	38384	34048	16	25	5	24	24	10	hero/qi_big.png	0	
341119	重楼守卫	119	3	5	3	29	319152	43503	71296	38569	34198	16	25	5	24	24	10	hero/qi_big.png	0	
341120	重楼守卫	120	3	5	5	29	327478	44178	72266	39453	34734	16	25	5	24	24	10	hero/qi_big.png	0	
241010	重楼守卫	10	2	1	5	1	1714	647	1159	324	517	0	2	1	0	0	0	hero/qiang_big.png	0	
241011	重楼守卫	11	2	2	3	1	1725	651	1166	328	521	0	2	1	0	0	0	hero/qiang_big.png	0	
241012	重楼守卫	12	2	2	5	1	1769	669	1219	338	537	0	2	1	0	0	0	hero/qiang_big.png	0	
241013	重楼守卫	13	2	2	5	1	1814	687	1273	348	552	0	2	1	0	0	0	hero/qiang_big.png	0	
241014	重楼守卫	14	2	2	3	1	2029	704	1363	391	600	0	2	1	0	0	0	hero/qiang_big.png	0	
241015	重楼守卫	15	2	2	5	1	2107	768	1432	406	622	0	2	1	0	0	0	hero/qiang_big.png	0	
241016	重楼守卫	16	2	2	5	1	2129	748	1486	398	608	0	3	1	0	0	0	hero/qiang_big.png	0	
241017	重楼守卫	17	2	2	3	1	2194	766	1577	409	623	0	3	1	0	0	0	hero/qiang_big.png	0	
241018	重楼守卫	18	2	2	5	1	2444	820	1698	418	637	0	3	1	0	0	0	hero/qiang_big.png	0	
241019	重楼守卫	19	2	2	5	1	2491	837	1752	428	652	0	3	1	0	0	0	hero/qiang_big.png	0	
241020	重楼守卫	20	2	2	3	1	2763	940	1863	443	674	0	3	1	0	0	0	hero/qiang_big.png	0	
241021	重楼守卫	21	2	3	5	1	2801	991	1870	452	687	0	3	1	0	0	0	hero/qiang_big.png	0	
241022	重楼守卫	22	2	3	5	1	2857	1025	1925	469	715	0	3	1	0	0	0	hero/qiang_big.png	0	
241023	重楼守卫	23	2	3	3	1	2919	1037	2017	477	725	0	3	1	0	0	0	hero/qiang_big.png	0	
241024	重楼守卫	24	2	3	5	2	3293	1111	2118	570	830	0	4	1	0	0	0	hero/qiang_big.png	0	
241025	重楼守卫	25	2	3	5	2	3936	1191	2278	611	885	0	4	1	0	0	0	hero/qiang_big.png	0	
241026	重楼守卫	26	2	3	3	2	4123	1272	2515	651	939	0	4	1	0	0	0	hero/qiang_big.png	0	
241027	重楼守卫	27	2	3	5	2	4284	1389	2661	749	991	0	4	1	0	0	0	hero/qiang_big.png	0	
241028	重楼守卫	28	2	3	5	2	4902	1612	2975	800	1049	0	4	1	0	0	0	hero/qiang_big.png	0	
241029	重楼守卫	29	2	3	3	2	5107	1703	3226	847	1105	0	4	1	0	0	0	hero/qiang_big.png	0	
241030	重楼守卫	30	2	3	5	2	5317	1846	3419	959	1168	0	4	1	0	0	0	hero/qiang_big.png	0	
241031	重楼守卫	31	2	11	5	2	5616	2033	3482	1050	1302	0	5	2	0	1	0	hero/qiang_big.png	0	
241032	重楼守卫	32	2	11	3	2	6204	2235	3701	1240	1506	0	5	2	0	1	0	hero/qiang_big.png	0	
241033	重楼守卫	33	2	11	5	3	6507	2338	3864	1352	1572	0	6	2	0	1	0	hero/qiang_big.png	0	
241034	重楼守卫	34	2	11	5	3	6747	2479	4089	1411	1676	0	6	2	0	1	0	hero/qiang_big.png	0	
241035	重楼守卫	35	2	11	3	3	7082	2635	4442	1516	1789	0	6	2	0	1	0	hero/qiang_big.png	0	
241036	重楼守卫	36	2	11	5	3	7808	2755	4908	1732	2044	0	6	2	0	1	0	hero/qiang_big.png	0	
241037	重楼守卫	37	2	11	5	3	8035	2881	5086	1802	2133	0	6	2	0	2	0	hero/qiang_big.png	0	
241038	重楼守卫	38	2	11	3	3	8551	3123	5402	1866	2216	0	6	2	0	2	0	hero/qiang_big.png	0	
241039	重楼守卫	39	2	11	5	3	8787	3244	5585	1986	2374	0	6	2	0	2	0	hero/qiang_big.png	0	
241040	重楼守卫	40	2	11	5	4	10134	3538	6021	2139	2597	1	7	2	0	2	0	hero/qiang_big.png	0	
241041	重楼守卫	41	2	12	3	4	10357	3632	6244	2189	2654	1	7	3	0	2	0	hero/qiang_big.png	0	
241042	重楼守卫	42	2	12	5	4	10807	3766	6426	2433	2941	1	7	3	0	2	0	hero/qiang_big.png	0	
241043	重楼守卫	43	2	12	5	4	11080	3912	6615	2515	3044	1	7	3	0	3	0	hero/qiang_big.png	0	
241044	重楼守卫	44	2	12	3	4	11487	4102	6977	2608	3181	1	7	3	0	3	0	hero/qiang_big.png	0	
241045	重楼守卫	45	2	12	5	4	12183	4602	7238	2723	3402	1	7	3	0	3	0	hero/qiang_big.png	0	
241046	重楼守卫	46	2	12	5	4	12832	4751	7666	2797	3502	1	8	3	0	3	0	hero/qiang_big.png	0	
241047	重楼守卫	47	2	12	3	5	13371	4891	8034	2868	3597	1	8	3	0	3	0	hero/qiang_big.png	0	
241048	重楼守卫	48	2	12	5	5	13792	5213	8226	2985	3840	1	8	3	0	3	0	hero/qiang_big.png	0	
241049	重楼守卫	49	2	12	5	5	14338	5358	8418	3272	4153	2	9	3	0	3	0	hero/qiang_big.png	0	
241050	重楼守卫	50	2	12	3	5	14907	5593	8878	3409	4326	2	9	3	0	3	0	hero/qiang_big.png	0	
241051	重楼守卫	51	2	13	5	5	15607	6110	8974	3517	4564	2	9	3	0	3	0	hero/qiang_big.png	0	
241052	重楼守卫	52	2	13	5	6	16087	6275	9174	3603	4680	2	10	4	0	3	0	hero/qiang_big.png	0	
241053	重楼守卫	53	2	13	3	6	17005	6453	9922	3706	4811	2	10	4	0	3	0	hero/qiang_big.png	0	
241054	重楼守卫	54	2	13	5	6	17394	6722	10126	3794	4930	2	10	4	0	3	0	hero/qiang_big.png	0	
241055	重楼守卫	55	2	13	5	6	18706	6978	10437	4144	5320	2	11	4	0	3	0	hero/qiang_big.png	0	
241056	重楼守卫	56	2	13	3	7	19788	7507	10867	4234	5444	2	12	4	0	3	0	hero/qiang_big.png	0	
241057	重楼守卫	57	2	13	5	7	20270	7802	11077	4468	5586	2	12	4	0	3	0	hero/qiang_big.png	0	
241058	重楼守卫	58	2	13	5	7	20708	7983	11287	4562	5713	2	12	4	0	4	0	hero/qiang_big.png	0	
241059	重楼守卫	59	2	13	3	7	21800	8185	12128	4680	5863	2	12	4	0	4	0	hero/qiang_big.png	0	
241060	重楼守卫	60	2	13	5	8	23306	8617	12464	5338	6469	2	13	4	0	4	0	hero/qiang_big.png	0	
241061	重楼守卫	61	2	14	5	8	24150	9182	12580	5438	6583	2	14	4	1	5	1	hero/qiang_big.png	0	
241062	重楼守卫	62	2	14	3	8	24692	9376	12925	5543	6724	2	14	4	1	5	1	hero/qiang_big.png	0	
241063	重楼守卫	63	2	14	5	9	25385	9595	13149	5797	6889	2	14	5	1	5	1	hero/qiang_big.png	0	
241064	重楼守卫	64	2	14	5	9	26758	9794	14118	5902	7033	2	14	5	1	6	1	hero/qiang_big.png	0	
241065	重楼守卫	65	2	14	3	9	28307	10111	14755	6506	7682	2	14	5	1	6	1	hero/qiang_big.png	0	
241066	重楼守卫	66	2	14	5	9	29432	10866	14990	6742	7978	2	14	5	1	6	1	hero/qiang_big.png	0	
241067	重楼守卫	67	2	14	5	10	30457	11101	15229	6884	8156	3	15	5	1	7	1	hero/qiang_big.png	0	
241068	重楼守卫	68	2	14	3	10	31358	11315	15734	6998	8312	3	15	5	1	7	1	hero/qiang_big.png	0	
241069	重楼守卫	69	2	14	5	10	33180	11554	16799	7267	8637	3	15	5	1	7	1	hero/qiang_big.png	0	
241070	重楼守卫	70	2	14	5	11	35992	11957	17207	8048	9498	3	16	5	1	8	1	hero/qiang_big.png	0	
241071	重楼守卫	71	2	15	3	11	37356	12830	17619	8174	9639	3	16	5	1	8	1	hero/qiang_big.png	0	
241072	重楼守卫	72	2	15	5	11	38124	13059	17867	8424	9953	3	16	5	1	8	1	hero/qiang_big.png	0	
241073	重楼守卫	73	2	15	5	12	39158	13310	18114	8580	10149	4	16	6	1	9	1	hero/qiang_big.png	0	
241074	重楼守卫	74	2	15	3	12	41751	13584	19812	8747	10362	4	16	6	1	9	1	hero/qiang_big.png	0	
241075	重楼守卫	75	2	15	5	12	44312	14104	20260	9648	11466	4	16	6	2	9	2	hero/qiang_big.png	0	
241076	重楼守卫	76	2	15	5	13	46418	15239	20525	9822	11688	4	18	6	2	9	2	hero/qiang_big.png	0	
241077	重楼守卫	77	2	15	3	13	47539	15470	21105	9950	11857	5	18	6	2	9	2	hero/qiang_big.png	0	
241078	重楼守卫	78	2	15	5	13	48622	15933	21373	10133	12234	5	18	6	2	9	2	hero/qiang_big.png	0	
241079	重楼守卫	79	2	15	5	14	51708	16167	23026	10263	12407	5	19	6	2	9	2	hero/qiang_big.png	0	
241080	重楼守卫	80	2	15	3	14	55836	16699	23837	11448	13690	5	19	7	2	10	2	hero/qiang_big.png	0	
241081	重楼守卫	81	2	4	5	14	57633	18206	24006	11554	13963	5	19	7	2	10	2	hero/qiang_big.png	0	
241082	重楼守卫	82	2	4	5	15	59005	18515	24280	11746	14207	6	20	7	2	10	2	hero/qiang_big.png	0	
241083	重楼守卫	83	2	4	3	15	60579	18763	24918	11886	14393	6	20	7	3	10	3	hero/qiang_big.png	0	
241084	重楼守卫	84	2	4	5	15	64669	19247	26949	12275	14643	6	21	7	3	10	3	hero/qiang_big.png	0	
241085	重楼守卫	85	2	4	5	16	69381	19686	27496	13716	16153	6	22	7	3	11	3	hero/qiang_big.png	0	
241086	重楼守卫	86	2	4	3	16	72991	21482	28155	13924	16417	6	22	7	3	11	3	hero/qiang_big.png	0	
241087	重楼守卫	87	2	4	5	17	74779	21917	28451	14267	16614	6	22	8	3	11	3	hero/qiang_big.png	0	
241088	重楼守卫	88	2	4	5	17	76611	22256	28750	14480	16882	6	23	8	3	13	3	hero/qiang_big.png	0	
241089	重楼守卫	89	2	4	3	17	82500	22525	31768	14634	17085	6	23	8	3	13	3	hero/qiang_big.png	0	
241090	重楼守卫	90	2	4	5	18	89595	23338	32367	16710	19078	6	24	8	4	13	4	hero/qiang_big.png	0	
241091	重楼守卫	91	2	5	5	18	92375	25264	32570	16836	19224	6	24	8	4	14	4	hero/qiang_big.png	0	
241092	重楼守卫	92	2	5	3	18	94371	25556	33229	17032	19478	6	24	8	4	14	4	hero/qiang_big.png	0	
241093	重楼守卫	93	2	5	5	19	96295	25767	33471	17356	19876	6	25	8	4	14	4	hero/qiang_big.png	0	
241094	重楼守卫	94	2	5	5	19	104714	26061	36711	17556	20136	7	25	9	4	15	4	hero/qiang_big.png	0	
241095	重楼守卫	95	2	5	3	19	112869	26521	37718	19598	22254	7	25	9	4	15	4	hero/qiang_big.png	0	
241096	重楼守卫	96	2	5	5	20	118384	29209	37973	19998	22738	7	25	9	5	16	5	hero/qiang_big.png	0	
241097	重楼守卫	97	2	5	5	20	121002	29435	38228	20135	22930	8	25	9	5	17	5	hero/qiang_big.png	0	
241098	重楼守卫	98	2	5	3	21	123822	29748	38902	20347	23205	8	26	9	5	17	5	hero/qiang_big.png	0	
241099	重楼守卫	99	2	5	5	21	134017	29979	42649	20683	23619	8	26	9	5	17	5	hero/qiang_big.png	0	
241100	重楼守卫	100	2	5	5	21	146104	30576	43309	23510	26537	8	26	9	5	18	5	hero/qiang_big.png	0	
241101	重楼守卫	101	2	5	3	22	151417	33410	43934	23589	26616	8	26	10	6	18	6	hero/qiang_big.png	0	
241102	重楼守卫	102	2	5	5	22	153583	33893	44206	23776	27056	8	27	10	6	18	6	hero/qiang_big.png	0	
241103	重楼守卫	103	2	5	5	22	156491	34071	44484	23899	27212	9	27	10	6	18	6	hero/qiang_big.png	0	
241104	重楼守卫	104	2	5	3	23	172649	34314	50076	24088	27436	9	28	10	6	18	6	hero/qiang_big.png	0	
241105	重楼守卫	105	2	5	5	23	188745	35051	50818	27208	30841	9	28	10	6	19	6	hero/qiang_big.png	0	
241106	重楼守卫	106	2	5	5	24	197182	38868	51111	27407	31074	10	29	10	7	19	7	hero/qiang_big.png	0	
241107	重楼守卫	107	2	5	3	24	200270	39056	51874	27537	31238	10	29	10	7	19	7	hero/qiang_big.png	0	
241108	重楼守卫	108	2	5	5	25	203800	39559	52172	27738	31694	10	30	11	7	19	7	hero/qiang_big.png	0	
241109	重楼守卫	109	2	5	5	25	222440	39747	58021	27870	31861	10	30	11	7	19	7	hero/qiang_big.png	0	
241110	重楼守卫	110	2	5	3	25	247114	40372	59364	31934	35994	11	30	11	8	19	8	hero/qiang_big.png	0	
241111	重楼守卫	111	2	5	5	26	250687	40718	59559	32298	36089	11	31	11	8	20	8	hero/qiang_big.png	0	
241112	重楼守卫	112	2	5	5	26	256747	40987	59868	32511	36337	11	32	11	8	21	8	hero/qiang_big.png	0	
241113	重楼守卫	113	2	5	3	27	261231	41182	60695	32651	36510	11	32	11	8	21	8	hero/qiang_big.png	0	
241114	重楼守卫	114	2	5	5	27	289666	41702	68232	33137	36761	11	32	11	8	21	8	hero/qiang_big.png	0	
241115	重楼守卫	115	2	5	5	27	298775	42276	69171	33580	37271	11	33	11	9	22	9	hero/qiang_big.png	0	
241116	重楼守卫	116	2	5	3	28	304544	42558	70021	33805	37530	11	33	12	9	22	9	hero/qiang_big.png	0	
241117	重楼守卫	117	2	5	5	28	309454	43011	70353	34224	37713	11	33	12	9	23	9	hero/qiang_big.png	0	
241118	重楼守卫	118	2	5	5	28	315221	43297	70688	34454	37978	11	34	12	10	24	10	hero/qiang_big.png	0	
241119	重楼守卫	119	2	5	3	29	319152	43503	71296	34605	38162	11	34	12	10	24	10	hero/qiang_big.png	0	
241120	重楼守卫	120	2	5	5	29	327478	44178	72266	35418	38769	11	34	12	10	24	10	hero/qiang_big.png	0	
141010	重楼守卫	10	1	1	5	1	1714	605	1159	489	292	0	0	0	0	2	2	hero/dao_big.png	0	
141011	重楼守卫	11	1	2	3	1	1725	609	1166	493	296	0	0	0	0	2	2	hero/dao_big.png	0	
141012	重楼守卫	12	1	2	5	1	1769	625	1219	507	308	0	0	0	0	2	2	hero/dao_big.png	0	
141013	重楼守卫	13	1	2	5	1	1814	642	1273	522	320	0	0	0	0	2	2	hero/dao_big.png	0	
141014	重楼守卫	14	1	2	3	1	2029	658	1363	571	365	0	0	0	0	2	2	hero/dao_big.png	0	
141015	重楼守卫	15	1	2	5	1	2107	719	1432	592	380	0	0	0	0	2	2	hero/dao_big.png	0	
141016	重楼守卫	16	1	2	5	1	2129	700	1486	583	371	0	0	0	0	2	2	hero/dao_big.png	0	
141017	重楼守卫	17	1	2	3	1	2194	717	1577	597	383	0	0	0	0	2	2	hero/dao_big.png	0	
141018	重楼守卫	18	1	2	5	1	2444	770	1698	611	394	0	0	0	0	2	2	hero/dao_big.png	0	
141019	重楼守卫	19	1	2	5	1	2491	785	1752	626	405	0	1	0	0	2	2	hero/dao_big.png	0	
141020	重楼守卫	20	1	2	3	1	2763	886	1863	648	422	0	1	0	0	2	2	hero/dao_big.png	0	
141021	重楼守卫	21	1	3	5	1	2801	937	1870	660	431	0	1	0	0	2	2	hero/dao_big.png	0	
141022	重楼守卫	22	1	3	5	1	2857	968	1925	688	452	0	1	0	0	2	2	hero/dao_big.png	0	
141023	重楼守卫	23	1	3	3	1	2919	978	2017	701	460	0	1	0	0	2	2	hero/dao_big.png	0	
141024	重楼守卫	24	1	3	5	2	3293	1049	2118	806	558	0	1	0	0	3	3	hero/dao_big.png	0	
141025	重楼守卫	25	1	3	5	2	3936	1125	2278	842	602	0	1	0	0	3	3	hero/dao_big.png	0	
141026	重楼守卫	26	1	3	3	2	4123	1202	2515	875	646	0	1	0	0	3	3	hero/dao_big.png	0	
141027	重楼守卫	27	1	3	5	2	4284	1318	2661	962	691	0	1	0	0	3	3	hero/dao_big.png	0	
141028	重楼守卫	28	1	3	5	2	4902	1537	2975	1005	739	0	2	0	0	3	3	hero/dao_big.png	0	
141029	重楼守卫	29	1	3	3	2	5107	1624	3226	1041	786	0	2	0	0	3	3	hero/dao_big.png	0	
141030	重楼守卫	30	1	3	5	2	5317	1762	3419	1141	839	0	2	0	0	3	3	hero/dao_big.png	0	
141031	重楼守卫	31	1	11	5	2	5616	1939	3482	1252	979	0	2	0	0	4	3	hero/dao_big.png	0	
141032	重楼守卫	32	1	11	3	2	6204	2136	3701	1434	1171	0	2	0	0	4	3	hero/dao_big.png	0	
141033	重楼守卫	33	1	11	5	3	6507	2235	3864	1535	1226	0	2	0	0	5	4	hero/dao_big.png	0	
141034	重楼守卫	34	1	11	5	3	6747	2373	4089	1584	1317	0	2	0	0	5	4	hero/dao_big.png	0	
141035	重楼守卫	35	1	11	3	3	7082	2524	4442	1671	1416	0	2	0	0	5	4	hero/dao_big.png	0	
141036	重楼守卫	36	1	11	5	3	7808	2640	4908	1878	1658	0	2	0	0	5	4	hero/dao_big.png	0	
141037	重楼守卫	37	1	11	5	3	8035	2762	5086	1938	1734	0	2	0	0	6	4	hero/dao_big.png	0	
141038	重楼守卫	38	1	11	3	3	8551	2999	5402	1993	1804	0	2	0	0	6	4	hero/dao_big.png	0	
141039	重楼守卫	39	1	11	5	3	8787	3115	5585	2101	1949	0	2	0	0	6	4	hero/dao_big.png	0	
141040	重楼守卫	40	1	11	5	4	10134	3393	6021	2284	2146	1	2	0	0	7	5	hero/dao_big.png	0	
141041	重楼守卫	41	1	12	3	4	10357	3485	6244	2311	2198	1	2	0	0	7	5	hero/dao_big.png	0	
141042	重楼守卫	42	1	12	5	4	10807	3613	6426	2549	2468	1	2	0	0	7	5	hero/dao_big.png	0	
141043	重楼守卫	43	1	12	5	4	11080	3754	6615	2620	2557	1	2	0	0	7	5	hero/dao_big.png	0	
141044	重楼守卫	44	1	12	3	4	11487	3934	6977	2717	2664	1	2	0	0	8	5	hero/dao_big.png	0	
141045	重楼守卫	45	1	12	5	4	12183	4428	7238	2822	2866	1	2	0	0	8	5	hero/dao_big.png	0	
141046	重楼守卫	46	1	12	5	4	12832	4569	7666	2888	2948	1	3	0	0	8	5	hero/dao_big.png	0	
141047	重楼守卫	47	1	12	3	5	13371	4704	8034	2950	3026	1	3	0	0	8	6	hero/dao_big.png	0	
141048	重楼守卫	48	1	12	5	5	13792	5016	8226	3073	3238	1	3	0	0	8	6	hero/dao_big.png	0	
141049	重楼守卫	49	1	12	5	5	14338	5154	8418	3352	3533	2	4	0	0	8	6	hero/dao_big.png	0	
141050	重楼守卫	50	1	12	3	5	14907	5380	8878	3483	3680	2	4	0	0	8	6	hero/dao_big.png	0	
141051	重楼守卫	51	1	13	5	5	15607	5885	8974	3604	3912	2	4	0	0	9	6	hero/dao_big.png	0	
141052	重楼守卫	52	1	13	5	6	16087	6043	9174	3682	4008	2	4	0	0	9	7	hero/dao_big.png	0	
141053	重楼守卫	53	1	13	3	6	17005	6214	9922	3775	4119	2	4	0	0	9	7	hero/dao_big.png	0	
141054	重楼守卫	54	1	13	5	6	17394	6475	10126	3856	4217	2	4	0	0	9	7	hero/dao_big.png	0	
141055	重楼守卫	55	1	13	5	6	18706	6721	10437	4195	4580	2	5	0	0	9	7	hero/dao_big.png	0	
141056	重楼守卫	56	1	13	3	7	19788	7241	10867	4280	4682	2	5	0	0	10	8	hero/dao_big.png	0	
141057	重楼守卫	57	1	13	5	7	20270	7529	11077	4502	4803	2	5	0	0	10	8	hero/dao_big.png	0	
141058	重楼守卫	58	1	13	5	7	20708	7702	11287	4590	4907	2	6	0	0	11	8	hero/dao_big.png	0	
141059	重楼守卫	59	1	13	3	7	21800	7896	12128	4696	5034	2	6	0	0	11	8	hero/dao_big.png	0	
141060	重楼守卫	60	1	13	5	8	23306	8309	12464	5375	5623	2	6	0	0	12	9	hero/dao_big.png	0	
141061	重楼守卫	61	1	14	5	8	24150	8869	12580	5445	5727	2	7	0	1	12	9	hero/dao_big.png	0	
141062	重楼守卫	62	1	14	3	8	24692	9056	12925	5540	5843	2	7	0	1	12	9	hero/dao_big.png	0	
141063	重楼守卫	63	1	14	5	9	25385	9266	13149	5781	5985	2	7	0	1	13	9	hero/dao_big.png	0	
141064	重楼守卫	64	1	14	5	9	26758	9455	14118	5879	6102	2	7	0	1	14	9	hero/dao_big.png	0	
141065	重楼守卫	65	1	14	3	9	28307	9761	14755	6469	6719	2	7	0	1	14	9	hero/dao_big.png	0	
141066	重楼守卫	66	1	14	5	9	29432	10506	14990	6695	6987	2	7	0	1	14	9	hero/dao_big.png	0	
141067	重楼守卫	67	1	14	5	10	30457	10732	15229	6821	7140	3	7	0	1	15	10	hero/dao_big.png	0	
141068	重楼守卫	68	1	14	3	10	31358	10936	15734	6925	7268	3	7	0	1	15	10	hero/dao_big.png	0	
141069	重楼守卫	69	1	14	5	10	33180	11166	16799	7178	7568	3	7	1	1	15	10	hero/dao_big.png	0	
141070	重楼守卫	70	1	14	5	11	35992	11547	17207	7973	8403	3	7	1	1	16	11	hero/dao_big.png	0	
141071	重楼守卫	71	1	15	3	11	37356	12415	17619	8062	8534	3	7	1	1	16	11	hero/dao_big.png	0	
141072	重楼守卫	72	1	15	5	11	38124	12632	17867	8300	8818	3	7	1	1	16	11	hero/dao_big.png	0	
141073	重楼守卫	73	1	15	5	12	39158	12875	18114	8439	8986	4	7	1	1	17	12	hero/dao_big.png	0	
141074	重楼守卫	74	1	15	3	12	41751	13137	19812	8595	9168	4	7	1	1	17	12	hero/dao_big.png	0	
141075	重楼守卫	75	1	15	5	12	44312	13643	20260	9477	10232	4	8	1	2	17	12	hero/dao_big.png	0	
141076	重楼守卫	76	1	15	5	13	46418	14766	20525	9637	10422	4	9	1	2	18	12	hero/dao_big.png	0	
141077	重楼守卫	77	1	15	3	13	47539	14986	21105	9746	10563	5	9	1	2	18	12	hero/dao_big.png	0	
141078	重楼守卫	78	1	15	5	13	48622	15438	21373	9912	10907	5	9	1	2	18	12	hero/dao_big.png	0	
141079	重楼守卫	79	1	15	5	14	51708	15661	23026	10023	11051	5	10	1	2	18	13	hero/dao_big.png	0	
141080	重楼守卫	80	1	15	3	14	55836	16166	23837	11221	12298	5	10	1	2	19	13	hero/dao_big.png	0	
141081	重楼守卫	81	1	4	5	14	57633	17670	24006	11279	12557	5	10	1	2	19	13	hero/dao_big.png	0	
141082	重楼守卫	82	1	4	5	15	59005	17964	24280	11458	12766	6	11	1	2	19	14	hero/dao_big.png	0	
141083	重楼守卫	83	1	4	3	15	60579	18201	24918	11577	12921	6	11	1	3	19	14	hero/dao_big.png	0	
141084	重楼守卫	84	1	4	5	15	64669	18674	26949	11949	13135	6	11	1	3	19	14	hero/dao_big.png	0	
141085	重楼守卫	85	1	4	5	16	69381	19095	27496	13361	14599	6	12	1	3	21	15	hero/dao_big.png	0	
141086	重楼守卫	86	1	4	3	16	72991	20877	28155	13549	14824	6	13	1	3	21	15	hero/dao_big.png	0	
141087	重楼守卫	87	1	4	5	17	74779	21300	28451	13867	14989	6	13	2	3	21	15	hero/dao_big.png	0	
141088	重楼守卫	88	1	4	5	17	76611	21625	28750	14058	15219	6	14	2	3	22	15	hero/dao_big.png	0	
141089	重楼守卫	89	1	4	3	17	82500	21882	31768	14186	15388	6	14	2	3	22	15	hero/dao_big.png	0	
141090	重楼守卫	90	1	4	5	18	89595	22667	32367	16272	17336	6	14	2	4	23	16	hero/dao_big.png	0	
141091	重楼守卫	91	1	5	5	18	92375	24586	32570	16339	17467	6	15	2	4	24	16	hero/dao_big.png	0	
141092	重楼守卫	92	1	5	3	18	94371	24862	33229	16544	17682	6	15	2	4	24	16	hero/dao_big.png	0	
141093	重楼守卫	93	1	5	5	19	96295	25062	33471	16873	18044	6	15	2	4	24	17	hero/dao_big.png	0	
141094	重楼守卫	94	1	5	5	19	104714	25341	36711	17084	18262	7	15	2	4	25	17	hero/dao_big.png	0	
141095	重楼守卫	95	1	5	3	19	112869	25781	37718	19125	20327	7	15	2	4	25	17	hero/dao_big.png	0	
141096	重楼守卫	96	1	5	5	20	118384	28454	37973	19537	20768	7	16	2	5	25	18	hero/dao_big.png	0	
141097	重楼守卫	97	1	5	5	20	121002	28665	38228	19678	20922	8	16	2	5	26	18	hero/dao_big.png	0	
141098	重楼守卫	98	1	5	3	21	123822	28962	38902	19900	21154	8	16	2	5	27	18	hero/dao_big.png	0	
141099	重楼守卫	99	1	5	5	21	134017	29179	42649	20240	21530	8	16	3	5	27	18	hero/dao_big.png	0	
141100	重楼守卫	100	1	5	5	21	146104	29753	43309	23070	24384	8	16	3	5	27	19	hero/dao_big.png	0	
141101	重楼守卫	101	1	5	3	22	151417	32587	43934	23094	24464	8	16	3	6	28	19	hero/dao_big.png	0	
141102	重楼守卫	102	1	5	5	22	153583	33062	44206	23257	24880	8	16	3	6	28	19	hero/dao_big.png	0	
141103	重楼守卫	103	1	5	5	22	156491	33232	44484	23355	25015	9	18	3	6	28	19	hero/dao_big.png	0	
141104	重楼守卫	104	1	5	3	23	172649	33467	50076	23518	25214	9	18	3	6	28	20	hero/dao_big.png	0	
141105	重楼守卫	105	1	5	5	23	188745	34188	50818	26605	28576	9	18	3	6	28	20	hero/dao_big.png	0	
141106	重楼守卫	106	1	5	5	24	197182	37996	51111	26773	28785	10	19	3	7	29	21	hero/dao_big.png	0	
141107	重楼守卫	107	1	5	3	24	200270	38176	51874	26871	28927	10	19	3	7	29	21	hero/dao_big.png	0	
141108	重楼守卫	108	1	5	5	25	203800	38670	52172	27039	29360	10	19	4	7	29	21	hero/dao_big.png	0	
141109	重楼守卫	109	1	5	5	25	222440	38851	58021	27138	29503	10	21	4	7	29	21	hero/dao_big.png	0	
141110	重楼守卫	110	1	5	3	25	247114	39458	59364	31159	33592	17	33	7	14	43	34	hero/dao_big.png	0	
141111	重楼守卫	111	1	5	5	26	250687	39804	59559	31455	33687	21	41	10	20	51	43	hero/dao_big.png	0	
141112	重楼守卫	112	1	5	5	26	256747	40064	59868	31631	33911	24	48	12	25	57	48	hero/dao_big.png	0	
