编号	名称	等级限制	战役编号	主怪	战斗背景	位置0	位置1	位置2	位置3	位置4	位置5	位置6	位置7	位置8	战斗力	金币	君主经验	武将经验	英雄祭坛说明	点类型	坐标X	坐标Y	宝箱坐标	宝箱坐标	X轴反转(1=图片资源不反转，2=图片资源反转)	开启条件	士气	剧情文件编号
585	碧水洞主	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
586	镇山大王	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
587	蜈蚣洞主	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
588	清峰大王	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
589	鹭江洞主	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
590	天魔洞主	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
591	飞龙洞主	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
592	蝶仔洞主	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
593	阿力赤	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
594	伽蓝洞主	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
595	车鹿会	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
596	忙笛安	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
597	杨朵	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
598	杨锋	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
599	沙摩柯	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
600	带来洞主	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
601	孟获	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
602	朱然	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
603	麋芳	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
604	蒋钦	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
605	朱桓	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
606	程普	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
607	韩当	25	3	415025	3				415025		310025		410024		12296	296	305	305		main	760	568			1		260	0
608	董袭	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
609	徐盛	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
610	贺齐	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
611	张承	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
612	孙皎	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
613	宋谦	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
614	大乔	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
615	孙策	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
616	徐琨	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
617	鲁肃	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
618	小乔	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
619	周瑜	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
620	袁夫人	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
621	孙权	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
622	于禁	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
623	乐进	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
624	赵姬	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
625	荀攸	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
626	曹真	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
627	蔡瑁	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
628	夏侯渊	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
629	郭嘉	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
630	夏侯玄	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
631	邓艾	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
632	刘烨	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
633	贾诩	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
634	夏侯惠	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
635	秦夫人	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
636	夏侯尚	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
637	荀彧	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
638	张郃	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
639	王昭仪	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
640	典韦	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
641	曹操	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
642	张雷公	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
643	于毒	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
644	张燕	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
645	赵弘	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
646	韩忠	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
647	白绕	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
648	波才	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
649	杨凤	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
650	左髭丈八	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
651	孙康	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
652	孙观	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
653	吴敦	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
654	尹礼	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
655	臧霸	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
656	昌豨	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
657	李春香	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
658	金尚	25	3	415025	3				415025		310025		410024		12296	296	305	305		main	760	568			1		260	0
659	韩暹	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
660	张勋	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
661	韩定	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
662	张炯	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
663	刘祥	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
664	袁凯	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
665	高干	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
666	张旭	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
667	吕威璜	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
668	审配	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
669	审荣	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
670	蒋义渠	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
671	白马义从	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
672	邹丹	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
673	郭昕	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
674	王门	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
675	宿舒	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
676	孙综	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
677	金旋	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
678	巩志	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
679	伊籍	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
680	邓羲	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
681	王粲	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
682	张怿	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
683	张羡	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
684	苏代	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
685	贝羽	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
686	张横	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
687	成宜	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
688	杨秋	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
689	阎行	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
690	成公英	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
691	边章	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
692	阿六敦	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
693	水鹰大王	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
694	雷鸣大王	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
695	寿山洞主	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
696	水晶洞主	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
697	雷万兴	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
698	蓝凤高	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
699	诸葛建	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
700	诸葛竦	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
701	诸葛绰	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
702	诸葛恪	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
703	诸葛瑾	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
704	武烈皇后	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
705	孙坚	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
706	张允	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
707	文聘	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
708	夏侯霸	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
709	戏志才	25	3	415025	3				415025		310025		410024		12296	296	305	305		main	760	568			1		260	0
710	李通	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
711	刘夫人	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
712	周祥兆	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
713	杜夫人	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
714	秦宜禄	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
715	蔵洪	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
716	李肃	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
717	雷薄	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
718	李业	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
719	陈瑀	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
720	杨弘	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
721	刘勋	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
722	颜良	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
723	郭图	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
724	高干	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
725	田丰	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
726	文丑	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
727	公孙修	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
728	伦直	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
729	贾范	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
730	柳甫	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
731	公孙渊	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
732	邢道荣	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
733	吕公	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
734	蒯良	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
735	苏飞	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
736	黄祖	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
737	北宫伯玉	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
738	李文候	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
739	程银	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
740	候选	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
741	韩遂	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
742	朵思大王	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
743	兀突骨	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
744	木鹿大王	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
745	彻里吉	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
746	祝融	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
747	丁奉	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
748	潘璋	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
749	周泰	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
750	凌统	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
751	甘宁	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
752	曹洪	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
753	曹植	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
754	曹仁	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
755	藏霸	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
756	张辽	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
757	马元义	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
758	卜己	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
759	黄龙	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
760	大洪	25	3	415025	3				415025		310025		410024		12296	296	305	305		main	760	568			1		260	0
761	张牛角	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
762	陈宫	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
763	曹性	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
764	韩巍	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
765	曹氏	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
766	曹豹	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
767	袁嗣	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
768	乐就	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
769	阎象	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
770	荀正	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
771	徐璆	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
772	郭于淳	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
773	逢纪	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
774	汗卢维	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
775	张郃	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
776	许攸	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
777	公孙康	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
778	公孙晃	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
779	柳夫人	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
780	公孙恭	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
781	公孙度	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
782	文聘	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
783	蔡中	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
784	蔡和	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
785	蔡勋	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
786	蔡瑁	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
787	马岱	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
788	马玩	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
789	庞德	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
790	马云騼	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
791	马超	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
792	金环三结	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
793	董茶那	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
794	阿会喃	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
795	忙牙长	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
796	朵思大王	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
797	黄盖	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
798	太史慈	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
799	吕蒙	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
800	陆逊	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
801	孙皓	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
802	杨修	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
803	孙姬	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
804	徐晃	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
805	庞德	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
806	司马懿	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
807	李儒	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
808	董卓	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
809	张角	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
810	吕布	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
811	袁术	25	3	415025	3				415025		310025		410024		12296	296	305	305		main	760	568			1		260	0
812	袁绍	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
813	公孙渊	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
814	公孙瓒	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
815	蒯越	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
816	刘表	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
817	马超	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
818	马腾	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
819	祝融	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
820	孟获	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
821	周瑜	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305		main	760	568			1		260	0
822	孙权	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
823	司马懿	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
824	曹操	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
825	徐荣	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
826	李蒙	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
827	李暹	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
828	攴胡赤儿	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
829	王允	25	3	415025	3				415025		310025		410024	510014	12296	296	305	305	0	main	760	568			1		260	0
830	李傕	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
831	胡轸	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
832	左灵	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310		main	938	670			1		260	0
833	华雄	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
834	张济	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
835	段煨	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
836	李儒	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
837	樊稠	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
838	郭汜	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
839	董越	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
840	董承	25	3	116025	3		116025			211025		411024	511016		12501	298	310	310	0	main	938	670			1		260	0
841	牛辅	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
842	董旻	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315		main	1092	802			1		262	0
843	董璜	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
844	董卓	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
845	裴元绍	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
846	邓茂	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
847	程远志	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
848	伏完	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
849	周仓	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
850	张白骑	26	3	215026	3			310026	210026	215026	510018				14072	300	315	315	0	main	1092	802			1		262	0
851	刘石	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
852	孙夏	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
853	张梁	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300		main	572	474			1		257	0
854	笮融	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
855	高升	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
856	李乐	24	3	316024	3			211024		311023		316024	211012		11003	294	300	300	0	main	572	474			1		257	0
