兵种(刀，枪，骑，谋士，红颜)	技能	类型(1:主动，2：被动)	技能等级	技能战斗力系数	技能效果	技能效果参数	技能目标	效果描述	效果持续回合	技能伤害系数	升级Tips	战斗力附加值
3	3	1	18	188	atkcol	0	0	对纵向所有目标造成104%的伤害，最多可对三个武将造成伤害		104	下一级：对目标造成的伤害提高至106%	360
3	3	1	19	192	atkcol	0	0	对纵向所有目标造成106%的伤害，最多可对三个武将造成伤害		106	下一级：对目标造成的伤害提高至108%	380
3	3	1	20	196	atkcol	0	0	对纵向所有目标造成108%的伤害，最多可对三个武将造成伤害		108	下一级：对目标造成的伤害提高至110%	400
3	3	1	21	200	atkcol	0	0	对纵向所有目标造成110%的伤害，最多可对三个武将造成伤害		110	下一级：对目标造成的伤害提高至112%	420
3	3	1	22	204	atkcol	0	0	对纵向所有目标造成112%的伤害，最多可对三个武将造成伤害		112	下一级：对目标造成的伤害提高至114%	440
3	3	1	23	208	atkcol	0	0	对纵向所有目标造成114%的伤害，最多可对三个武将造成伤害		114	下一级：对目标造成的伤害提高至116%	460
3	3	1	24	212	atkcol	0	0	对纵向所有目标造成116%的伤害，最多可对三个武将造成伤害		116	下一级：对目标造成的伤害提高至118%	480
3	3	1	25	216	atkcol	0	0	对纵向所有目标造成118%的伤害，最多可对三个武将造成伤害		118	下一级：对目标造成的伤害提高至120%	500
3	3	1	26	220	atkcol	0	0	对纵向所有目标造成120%的伤害，最多可对三个武将造成伤害		120	下一级：对目标造成的伤害提高至122%	520
3	3	1	27	224	atkcol	0	0	对纵向所有目标造成122%的伤害，最多可对三个武将造成伤害		122	下一级：对目标造成的伤害提高至124%	540
3	3	1	28	228	atkcol	0	0	对纵向所有目标造成124%的伤害，最多可对三个武将造成伤害		124	下一级：对目标造成的伤害提高至126%	560
3	3	1	29	232	atkcol	0	0	对纵向所有目标造成126%的伤害，最多可对三个武将造成伤害		126	下一级：对目标造成的伤害提高至128%	580
3	3	1	30	236	atkcol	0	0	对纵向所有目标造成128%的伤害，最多可对三个武将造成伤害		128	下一级：对目标造成的伤害提高至130%	600
3	3	1	31	240	atkcol	0	0	对纵向所有目标造成130%的伤害，最多可对三个武将造成伤害		130	下一级：对目标造成的伤害提高至132%	620
3	3	1	32	244	atkcol	0	0	对纵向所有目标造成132%的伤害，最多可对三个武将造成伤害		132	下一级：对目标造成的伤害提高至134%	640
3	3	1	33	248	atkcol	0	0	对纵向所有目标造成134%的伤害，最多可对三个武将造成伤害		134	下一级：对目标造成的伤害提高至136%	660
3	3	1	34	252	atkcol	0	0	对纵向所有目标造成136%的伤害，最多可对三个武将造成伤害		136	下一级：对目标造成的伤害提高至138%	680
3	3	1	35	256	atkcol	0	0	对纵向所有目标造成138%的伤害，最多可对三个武将造成伤害		138	下一级：对目标造成的伤害提高至140%	700
3	3	1	36	260	atkcol	0	0	对纵向所有目标造成140%的伤害，最多可对三个武将造成伤害		140	下一级：对目标造成的伤害提高至142%	720
3	3	1	37	264	atkcol	0	0	对纵向所有目标造成142%的伤害，最多可对三个武将造成伤害		142	下一级：对目标造成的伤害提高至144%	740
3	3	1	38	268	atkcol	0	0	对纵向所有目标造成144%的伤害，最多可对三个武将造成伤害		144	下一级：对目标造成的伤害提高至146%	760
3	3	1	39	272	atkcol	0	0	对纵向所有目标造成146%的伤害，最多可对三个武将造成伤害		146	下一级：对目标造成的伤害提高至148%	780
3	3	1	40	276	atkcol	0	0	对纵向所有目标造成148%的伤害，最多可对三个武将造成伤害		148	下一级：对目标造成的伤害提高至150%	800
3	3	1	41	280	atkcol	0	0	对纵向所有目标造成150%的伤害，最多可对三个武将造成伤害		150	下一级：对目标造成的伤害提高至152%	820
3	3	1	42	284	atkcol	0	0	对纵向所有目标造成152%的伤害，最多可对三个武将造成伤害		152	下一级：对目标造成的伤害提高至154%	840
3	3	1	43	288	atkcol	0	0	对纵向所有目标造成154%的伤害，最多可对三个武将造成伤害		154	下一级：对目标造成的伤害提高至156%	860
3	3	1	44	292	atkcol	0	0	对纵向所有目标造成156%的伤害，最多可对三个武将造成伤害		156	下一级：对目标造成的伤害提高至158%	880
3	3	1	45	296	atkcol	0	0	对纵向所有目标造成158%的伤害，最多可对三个武将造成伤害		158	下一级：对目标造成的伤害提高至160%	900
3	3	1	46	300	atkcol	0	0	对纵向所有目标造成160%的伤害，最多可对三个武将造成伤害		160	下一级：对目标造成的伤害提高至162%	920
3	3	1	47	304	atkcol	0	0	对纵向所有目标造成162%的伤害，最多可对三个武将造成伤害		162	下一级：对目标造成的伤害提高至164%	940
3	3	1	48	308	atkcol	0	0	对纵向所有目标造成164%的伤害，最多可对三个武将造成伤害		164	下一级：对目标造成的伤害提高至166%	960
3	3	1	49	312	atkcol	0	0	对纵向所有目标造成166%的伤害，最多可对三个武将造成伤害		166	下一级：对目标造成的伤害提高至168%	980
3	3	1	50	316	atkcol	0	0	对纵向所有目标造成168%的伤害，最多可对三个武将造成伤害		168	已升到最高级	1000
3	4	2	1	0	miss	50	0	永久提高骑兵50点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵100点闪避	20
3	4	2	2	0	miss	100	0	永久提高骑兵100点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵150点闪避	40
3	4	2	3	0	miss	150	0	永久提高骑兵150点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵200点闪避	60
3	4	2	4	0	miss	200	0	永久提高骑兵200点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵250点闪避	80
3	4	2	5	0	miss	250	0	永久提高骑兵250点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵300点闪避	100
3	4	2	6	0	miss	300	0	永久提高骑兵300点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵350点闪避	120
3	4	2	7	0	miss	350	0	永久提高骑兵350点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵400点闪避	140
3	4	2	8	0	miss	400	0	永久提高骑兵400点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵450点闪避	160
3	4	2	9	0	miss	450	0	永久提高骑兵450点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵500点闪避	180
3	4	2	10	0	miss	500	0	永久提高骑兵500点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵550点闪避	200
3	4	2	11	0	miss	550	0	永久提高骑兵550点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵600点闪避	220
3	4	2	12	0	miss	600	0	永久提高骑兵600点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵650点闪避	240
3	4	2	13	0	miss	650	0	永久提高骑兵650点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵700点闪避	260
3	4	2	14	0	miss	700	0	永久提高骑兵700点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵750点闪避	280
3	4	2	15	0	miss	750	0	永久提高骑兵750点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵800点闪避	300
3	4	2	16	0	miss	800	0	永久提高骑兵800点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵850点闪避	320
3	4	2	17	0	miss	850	0	永久提高骑兵850点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵900点闪避	340
3	4	2	18	0	miss	900	0	永久提高骑兵900点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵950点闪避	360
3	4	2	19	0	miss	950	0	永久提高骑兵950点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1000点闪避	380
3	4	2	20	0	miss	1000	0	永久提高骑兵1000点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1050点闪避	400
3	4	2	21	0	miss	1050	0	永久提高骑兵1050点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1100点闪避	420
3	4	2	22	0	miss	1100	0	永久提高骑兵1100点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1150点闪避	440
3	4	2	23	0	miss	1150	0	永久提高骑兵1150点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1200点闪避	460
3	4	2	24	0	miss	1200	0	永久提高骑兵1200点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1250点闪避	480
3	4	2	25	0	miss	1250	0	永久提高骑兵1250点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1300点闪避	500
3	4	2	26	0	miss	1300	0	永久提高骑兵1300点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1350点闪避	520
3	4	2	27	0	miss	1350	0	永久提高骑兵1350点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1400点闪避	540
3	4	2	28	0	miss	1400	0	永久提高骑兵1400点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1450点闪避	560
3	4	2	29	0	miss	1450	0	永久提高骑兵1450点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1500点闪避	580
3	4	2	30	0	miss	1500	0	永久提高骑兵1500点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1550点闪避	600
3	4	2	31	0	miss	1550	0	永久提高骑兵1550点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1600点闪避	620
3	4	2	32	0	miss	1600	0	永久提高骑兵1600点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1650点闪避	640
3	4	2	33	0	miss	1650	0	永久提高骑兵1650点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1700点闪避	660
3	4	2	34	0	miss	1700	0	永久提高骑兵1700点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1750点闪避	680
3	4	2	35	0	miss	1750	0	永久提高骑兵1750点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1800点闪避	700
3	4	2	36	0	miss	1800	0	永久提高骑兵1800点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1850点闪避	720
3	4	2	37	0	miss	1850	0	永久提高骑兵1850点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1900点闪避	740
3	4	2	38	0	miss	1900	0	永久提高骑兵1900点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵1950点闪避	760
3	4	2	39	0	miss	1950	0	永久提高骑兵1950点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵2000点闪避	780
3	4	2	40	0	miss	2000	0	永久提高骑兵2000点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵2050点闪避	800
3	4	2	41	0	miss	2050	0	永久提高骑兵2050点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵2100点闪避	820
3	4	2	42	0	miss	2100	0	永久提高骑兵2100点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵2150点闪避	840
3	4	2	43	0	miss	2150	0	永久提高骑兵2150点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵2200点闪避	860
3	4	2	44	0	miss	2200	0	永久提高骑兵2200点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵2250点闪避	880
3	4	2	45	0	miss	2250	0	永久提高骑兵2250点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵2300点闪避	900
3	4	2	46	0	miss	2300	0	永久提高骑兵2300点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵2350点闪避	920
3	4	2	47	0	miss	2350	0	永久提高骑兵2350点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵2400点闪避	940
3	4	2	48	0	miss	2400	0	永久提高骑兵2400点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵2450点闪避	960
3	4	2	49	0	miss	2450	0	永久提高骑兵2450点闪避，闪避可躲避敌人攻击			下一级：永久提高骑兵2500点闪避	980
3	4	2	50	0	miss	2500	0	永久提高骑兵2500点闪避，闪避可躲避敌人攻击			已升到最高级	1000
3	5	1	1	120	atklast	0	0	对单体造成140%的伤害，且优先攻击最后排		140	下一级：对目标造成的伤害提高至144%	20
3	5	1	2	124	atklast	0	0	对单体造成144%的伤害，且优先攻击最后排		144	下一级：对目标造成的伤害提高至148%	40
3	5	1	3	128	atklast	0	0	对单体造成148%的伤害，且优先攻击最后排		148	下一级：对目标造成的伤害提高至152%	60
3	5	1	4	132	atklast	0	0	对单体造成152%的伤害，且优先攻击最后排		152	下一级：对目标造成的伤害提高至156%	80
3	5	1	5	136	atklast	0	0	对单体造成156%的伤害，且优先攻击最后排		156	下一级：对目标造成的伤害提高至160%	100
3	5	1	6	140	atklast	0	0	对单体造成160%的伤害，且优先攻击最后排		160	下一级：对目标造成的伤害提高至164%	120
3	5	1	7	144	atklast	0	0	对单体造成164%的伤害，且优先攻击最后排		164	下一级：对目标造成的伤害提高至168%	140
3	5	1	8	148	atklast	0	0	对单体造成168%的伤害，且优先攻击最后排		168	下一级：对目标造成的伤害提高至172%	160
3	5	1	9	152	atklast	0	0	对单体造成172%的伤害，且优先攻击最后排		172	下一级：对目标造成的伤害提高至176%	180
3	5	1	10	156	atklast	0	0	对单体造成176%的伤害，且优先攻击最后排		176	下一级：对目标造成的伤害提高至180%	200
3	5	1	11	160	atklast	0	0	对单体造成180%的伤害，且优先攻击最后排		180	下一级：对目标造成的伤害提高至184%	220
3	5	1	12	164	atklast	0	0	对单体造成184%的伤害，且优先攻击最后排		184	下一级：对目标造成的伤害提高至188%	240
3	5	1	13	168	atklast	0	0	对单体造成188%的伤害，且优先攻击最后排		188	下一级：对目标造成的伤害提高至192%	260
3	5	1	14	172	atklast	0	0	对单体造成192%的伤害，且优先攻击最后排		192	下一级：对目标造成的伤害提高至196%	280
3	5	1	15	176	atklast	0	0	对单体造成196%的伤害，且优先攻击最后排		196	下一级：对目标造成的伤害提高至200%	300
3	5	1	16	180	atklast	0	0	对单体造成200%的伤害，且优先攻击最后排		200	下一级：对目标造成的伤害提高至204%	320
3	5	1	17	184	atklast	0	0	对单体造成204%的伤害，且优先攻击最后排		204	下一级：对目标造成的伤害提高至208%	340
3	5	1	18	188	atklast	0	0	对单体造成208%的伤害，且优先攻击最后排		208	下一级：对目标造成的伤害提高至212%	360
3	5	1	19	192	atklast	0	0	对单体造成212%的伤害，且优先攻击最后排		212	下一级：对目标造成的伤害提高至216%	380
3	5	1	20	196	atklast	0	0	对单体造成216%的伤害，且优先攻击最后排		216	下一级：对目标造成的伤害提高至220%	400
3	5	1	21	200	atklast	0	0	对单体造成220%的伤害，且优先攻击最后排		220	下一级：对目标造成的伤害提高至224%	420
3	5	1	22	204	atklast	0	0	对单体造成224%的伤害，且优先攻击最后排		224	下一级：对目标造成的伤害提高至228%	440
3	5	1	23	208	atklast	0	0	对单体造成228%的伤害，且优先攻击最后排		228	下一级：对目标造成的伤害提高至232%	460
3	5	1	24	212	atklast	0	0	对单体造成232%的伤害，且优先攻击最后排		232	下一级：对目标造成的伤害提高至236%	480
3	5	1	25	216	atklast	0	0	对单体造成236%的伤害，且优先攻击最后排		236	下一级：对目标造成的伤害提高至240%	500
3	5	1	26	220	atklast	0	0	对单体造成240%的伤害，且优先攻击最后排		240	下一级：对目标造成的伤害提高至244%	520
3	5	1	27	224	atklast	0	0	对单体造成244%的伤害，且优先攻击最后排		244	下一级：对目标造成的伤害提高至248%	540
3	5	1	28	228	atklast	0	0	对单体造成248%的伤害，且优先攻击最后排		248	下一级：对目标造成的伤害提高至252%	560
3	5	1	29	232	atklast	0	0	对单体造成252%的伤害，且优先攻击最后排		252	下一级：对目标造成的伤害提高至256%	580
3	5	1	30	236	atklast	0	0	对单体造成256%的伤害，且优先攻击最后排		256	下一级：对目标造成的伤害提高至260%	600
3	5	1	31	240	atklast	0	0	对单体造成260%的伤害，且优先攻击最后排		260	下一级：对目标造成的伤害提高至264%	620
3	5	1	32	244	atklast	0	0	对单体造成264%的伤害，且优先攻击最后排		264	下一级：对目标造成的伤害提高至268%	640
3	5	1	33	248	atklast	0	0	对单体造成268%的伤害，且优先攻击最后排		268	下一级：对目标造成的伤害提高至272%	660
3	5	1	34	252	atklast	0	0	对单体造成272%的伤害，且优先攻击最后排		272	下一级：对目标造成的伤害提高至276%	680
3	5	1	35	256	atklast	0	0	对单体造成276%的伤害，且优先攻击最后排		276	下一级：对目标造成的伤害提高至280%	700
3	5	1	36	260	atklast	0	0	对单体造成280%的伤害，且优先攻击最后排		280	下一级：对目标造成的伤害提高至284%	720
3	5	1	37	264	atklast	0	0	对单体造成284%的伤害，且优先攻击最后排		284	下一级：对目标造成的伤害提高至288%	740
3	5	1	38	268	atklast	0	0	对单体造成288%的伤害，且优先攻击最后排		288	下一级：对目标造成的伤害提高至292%	760
3	5	1	39	272	atklast	0	0	对单体造成292%的伤害，且优先攻击最后排		292	下一级：对目标造成的伤害提高至296%	780
3	5	1	40	276	atklast	0	0	对单体造成296%的伤害，且优先攻击最后排		296	下一级：对目标造成的伤害提高至300%	800
3	5	1	41	280	atklast	0	0	对单体造成300%的伤害，且优先攻击最后排		300	下一级：对目标造成的伤害提高至304%	820
3	5	1	42	284	atklast	0	0	对单体造成304%的伤害，且优先攻击最后排		304	下一级：对目标造成的伤害提高至308%	840
3	5	1	43	288	atklast	0	0	对单体造成308%的伤害，且优先攻击最后排		308	下一级：对目标造成的伤害提高至312%	860
3	5	1	44	292	atklast	0	0	对单体造成312%的伤害，且优先攻击最后排		312	下一级：对目标造成的伤害提高至316%	880
3	5	1	45	296	atklast	0	0	对单体造成316%的伤害，且优先攻击最后排		316	下一级：对目标造成的伤害提高至320%	900
3	5	1	46	300	atklast	0	0	对单体造成320%的伤害，且优先攻击最后排		320	下一级：对目标造成的伤害提高至324%	920
3	5	1	47	304	atklast	0	0	对单体造成324%的伤害，且优先攻击最后排		324	下一级：对目标造成的伤害提高至328%	940
3	5	1	48	308	atklast	0	0	对单体造成328%的伤害，且优先攻击最后排		328	下一级：对目标造成的伤害提高至332%	960
3	5	1	49	312	atklast	0	0	对单体造成332%的伤害，且优先攻击最后排		332	下一级：对目标造成的伤害提高至336%	980
3	5	1	50	316	atklast	0	0	对单体造成336%的伤害，且优先攻击最后排		336	已升到最高级	1000
4	1	1	1	120	storm	0	0	召唤数道天雷，对敌方单体造成120%的伤害		120	下一级：对目标造成的伤害提高至124%	20
4	1	1	2	124	storm	0	0	召唤数道天雷，对敌方单体造成124%的伤害		124	下一级：对目标造成的伤害提高至128%	40
4	1	1	3	128	storm	0	0	召唤数道天雷，对敌方单体造成128%的伤害		128	下一级：对目标造成的伤害提高至132%	60
4	1	1	4	132	storm	0	0	召唤数道天雷，对敌方单体造成132%的伤害		132	下一级：对目标造成的伤害提高至136%	80
4	1	1	5	136	storm	0	0	召唤数道天雷，对敌方单体造成136%的伤害		136	下一级：对目标造成的伤害提高至140%	100
4	1	1	6	140	storm	0	0	召唤数道天雷，对敌方单体造成140%的伤害		140	下一级：对目标造成的伤害提高至144%	120
4	1	1	7	144	storm	0	0	召唤数道天雷，对敌方单体造成144%的伤害		144	下一级：对目标造成的伤害提高至148%	140
4	1	1	8	148	storm	0	0	召唤数道天雷，对敌方单体造成148%的伤害		148	下一级：对目标造成的伤害提高至152%	160
4	1	1	9	152	storm	0	0	召唤数道天雷，对敌方单体造成152%的伤害		152	下一级：对目标造成的伤害提高至156%	180
4	1	1	10	156	storm	0	0	召唤数道天雷，对敌方单体造成156%的伤害		156	下一级：对目标造成的伤害提高至160%	200
4	1	1	11	160	storm	0	0	召唤数道天雷，对敌方单体造成160%的伤害		160	下一级：对目标造成的伤害提高至164%	220
4	1	1	12	164	storm	0	0	召唤数道天雷，对敌方单体造成164%的伤害		164	下一级：对目标造成的伤害提高至168%	240
4	1	1	13	168	storm	0	0	召唤数道天雷，对敌方单体造成168%的伤害		168	下一级：对目标造成的伤害提高至172%	260
4	1	1	14	172	storm	0	0	召唤数道天雷，对敌方单体造成172%的伤害		172	下一级：对目标造成的伤害提高至176%	280
4	1	1	15	176	storm	0	0	召唤数道天雷，对敌方单体造成176%的伤害		176	下一级：对目标造成的伤害提高至180%	300
4	1	1	16	180	storm	0	0	召唤数道天雷，对敌方单体造成180%的伤害		180	下一级：对目标造成的伤害提高至184%	320
4	1	1	17	184	storm	0	0	召唤数道天雷，对敌方单体造成184%的伤害		184	下一级：对目标造成的伤害提高至188%	340
4	1	1	18	188	storm	0	0	召唤数道天雷，对敌方单体造成188%的伤害		188	下一级：对目标造成的伤害提高至192%	360
4	1	1	19	192	storm	0	0	召唤数道天雷，对敌方单体造成192%的伤害		192	下一级：对目标造成的伤害提高至196%	380
4	1	1	20	196	storm	0	0	召唤数道天雷，对敌方单体造成196%的伤害		196	下一级：对目标造成的伤害提高至200%	400
4	1	1	21	200	storm	0	0	召唤数道天雷，对敌方单体造成200%的伤害		200	下一级：对目标造成的伤害提高至204%	420
4	1	1	22	204	storm	0	0	召唤数道天雷，对敌方单体造成204%的伤害		204	下一级：对目标造成的伤害提高至208%	440
4	1	1	23	208	storm	0	0	召唤数道天雷，对敌方单体造成208%的伤害		208	下一级：对目标造成的伤害提高至212%	460
4	1	1	24	212	storm	0	0	召唤数道天雷，对敌方单体造成212%的伤害		212	下一级：对目标造成的伤害提高至216%	480
4	1	1	25	216	storm	0	0	召唤数道天雷，对敌方单体造成216%的伤害		216	下一级：对目标造成的伤害提高至220%	500
4	1	1	26	220	storm	0	0	召唤数道天雷，对敌方单体造成220%的伤害		220	下一级：对目标造成的伤害提高至224%	520
4	1	1	27	224	storm	0	0	召唤数道天雷，对敌方单体造成224%的伤害		224	下一级：对目标造成的伤害提高至228%	540
4	1	1	28	228	storm	0	0	召唤数道天雷，对敌方单体造成228%的伤害		228	下一级：对目标造成的伤害提高至232%	560
4	1	1	29	232	storm	0	0	召唤数道天雷，对敌方单体造成232%的伤害		232	下一级：对目标造成的伤害提高至236%	580
4	1	1	30	236	storm	0	0	召唤数道天雷，对敌方单体造成236%的伤害		236	下一级：对目标造成的伤害提高至240%	600
4	1	1	31	240	storm	0	0	召唤数道天雷，对敌方单体造成240%的伤害		240	下一级：对目标造成的伤害提高至244%	620
4	1	1	32	244	storm	0	0	召唤数道天雷，对敌方单体造成244%的伤害		244	下一级：对目标造成的伤害提高至248%	640
4	1	1	33	248	storm	0	0	召唤数道天雷，对敌方单体造成248%的伤害		248	下一级：对目标造成的伤害提高至252%	660
4	1	1	34	252	storm	0	0	召唤数道天雷，对敌方单体造成252%的伤害		252	下一级：对目标造成的伤害提高至256%	680
4	1	1	35	256	storm	0	0	召唤数道天雷，对敌方单体造成256%的伤害		256	下一级：对目标造成的伤害提高至260%	700
4	1	1	36	260	storm	0	0	召唤数道天雷，对敌方单体造成260%的伤害		260	下一级：对目标造成的伤害提高至264%	720
4	1	1	37	264	storm	0	0	召唤数道天雷，对敌方单体造成264%的伤害		264	下一级：对目标造成的伤害提高至268%	740
4	1	1	38	268	storm	0	0	召唤数道天雷，对敌方单体造成268%的伤害		268	下一级：对目标造成的伤害提高至272%	760
4	1	1	39	272	storm	0	0	召唤数道天雷，对敌方单体造成272%的伤害		272	下一级：对目标造成的伤害提高至276%	780
4	1	1	40	276	storm	0	0	召唤数道天雷，对敌方单体造成276%的伤害		276	下一级：对目标造成的伤害提高至280%	800
4	1	1	41	280	storm	0	0	召唤数道天雷，对敌方单体造成280%的伤害		280	下一级：对目标造成的伤害提高至284%	820
4	1	1	42	284	storm	0	0	召唤数道天雷，对敌方单体造成284%的伤害		284	下一级：对目标造成的伤害提高至288%	840
4	1	1	43	288	storm	0	0	召唤数道天雷，对敌方单体造成288%的伤害		288	下一级：对目标造成的伤害提高至292%	860
4	1	1	44	292	storm	0	0	召唤数道天雷，对敌方单体造成292%的伤害		292	下一级：对目标造成的伤害提高至296%	880
4	1	1	45	296	storm	0	0	召唤数道天雷，对敌方单体造成296%的伤害		296	下一级：对目标造成的伤害提高至300%	900
4	1	1	46	300	storm	0	0	召唤数道天雷，对敌方单体造成300%的伤害		300	下一级：对目标造成的伤害提高至304%	920
4	1	1	47	304	storm	0	0	召唤数道天雷，对敌方单体造成304%的伤害		304	下一级：对目标造成的伤害提高至308%	940
4	1	1	48	308	storm	0	0	召唤数道天雷，对敌方单体造成308%的伤害		308	下一级：对目标造成的伤害提高至312%	960
4	1	1	49	312	storm	0	0	召唤数道天雷，对敌方单体造成312%的伤害		312	下一级：对目标造成的伤害提高至316%	980
4	1	1	50	316	storm	0	0	召唤数道天雷，对敌方单体造成316%的伤害		316	已升到最高级	1000
4	2	2	1	0	critdamage	50	0	永久提高谋士50点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士100点暴击	20
4	2	2	2	0	critdamage	100	0	永久提高谋士100点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士150点暴击	40
4	2	2	3	0	critdamage	150	0	永久提高谋士150点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士200点暴击	60
4	2	2	4	0	critdamage	200	0	永久提高谋士200点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士250点暴击	80
4	2	2	5	0	critdamage	250	0	永久提高谋士250点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士300点暴击	100
4	2	2	6	0	critdamage	300	0	永久提高谋士300点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士350点暴击	120
4	2	2	7	0	critdamage	350	0	永久提高谋士350点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士400点暴击	140
4	2	2	8	0	critdamage	400	0	永久提高谋士400点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士450点暴击	160
4	2	2	9	0	critdamage	450	0	永久提高谋士450点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士500点暴击	180
4	2	2	10	0	critdamage	500	0	永久提高谋士500点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士550点暴击	200
4	2	2	11	0	critdamage	550	0	永久提高谋士550点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士600点暴击	220
4	2	2	12	0	critdamage	600	0	永久提高谋士600点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士650点暴击	240
4	2	2	13	0	critdamage	650	0	永久提高谋士650点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士700点暴击	260
4	2	2	14	0	critdamage	700	0	永久提高谋士700点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士750点暴击	280
4	2	2	15	0	critdamage	750	0	永久提高谋士750点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士800点暴击	300
4	2	2	16	0	critdamage	800	0	永久提高谋士800点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士850点暴击	320
4	2	2	17	0	critdamage	850	0	永久提高谋士850点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士900点暴击	340
4	2	2	18	0	critdamage	900	0	永久提高谋士900点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士950点暴击	360
4	2	2	19	0	critdamage	950	0	永久提高谋士950点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1000点暴击	380
4	2	2	20	0	critdamage	1000	0	永久提高谋士1000点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1050点暴击	400
4	2	2	21	0	critdamage	1050	0	永久提高谋士1050点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1100点暴击	420
4	2	2	22	0	critdamage	1100	0	永久提高谋士1100点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1150点暴击	440
4	2	2	23	0	critdamage	1150	0	永久提高谋士1150点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1200点暴击	460
4	2	2	24	0	critdamage	1200	0	永久提高谋士1200点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1250点暴击	480
4	2	2	25	0	critdamage	1250	0	永久提高谋士1250点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1300点暴击	500
